0,2015-08-17 02:00:00,0.70896,2015-08-17 00:00:00,0.70991,2015-08-17 01:30:00,0.70967
1,2015-08-17 08:00:00,0.70868,2015-08-17 16:30:00,0.70997,2015-08-17 07:00:00,0.70865
2,2015-08-18 12:45:00,0.7056,2015-08-19 17:00:00,0.70501,2015-08-17 11:30:00,0.70946
3,2015-08-31 00:00:00,0.72478,2015-08-20 11:30:00,0.71163,2015-08-18 02:15:00,0.71067
4,2015-09-03 01:15:00,0.73263,2015-08-20 17:45:00,0.71474,2015-08-18 17:45:00,0.70487
5,2015-09-07 01:00:00,0.73381,2015-08-21 05:30:00,0.7189,2015-08-20 01:15:00,0.709
6,2015-09-07 03:45:00,0.7352,2015-08-21 13:45:00,0.71984,2015-08-20 13:15:00,0.71327
7,2015-09-07 10:15:00,0.73239,2015-08-24 00:00:00,0.72494,2015-08-20 22:15:00,0.71386
8,2015-09-08 09:00:00,0.72962,2015-08-26 17:30:00,0.73405,2015-08-21 09:15:00,0.71786
9,2015-09-09 10:15:00,0.72608,2015-08-31 01:00:00,0.72534,2015-08-22 03:30:00,0.72515
10,2015-09-09 16:15:00,0.72418,2015-08-31 17:45:00,0.72873,2015-08-24 20:00:00,0.732
11,2015-09-10 14:00:00,0.72509,2015-09-01 10:15:00,0.73488,2015-08-26 22:30:00,0.73243
12,2015-09-16 11:30:00,0.73072,2015-09-03 16:00:00,0.72899,2015-08-31 00:45:00,0.72522
13,2015-09-21 00:00:00,0.72672,2015-09-04 05:15:00,0.73003,2015-08-31 08:45:00,0.7289
14,2015-09-21 09:30:00,0.72631,2015-09-07 00:00:00,0.73505,2015-09-01 02:00:00,0.73048
15,2015-09-21 13:45:00,0.72624,2015-09-10 04:15:00,0.73155,2015-09-02 02:15:00,0.73813
16,2015-09-25 11:15:00,0.73102,2015-09-11 17:45:00,0.73232,2015-09-03 04:45:00,0.73323
17,2015-09-28 00:00:00,0.73661,2015-09-14 00:00:00,0.73419,2015-09-03 23:45:00,0.72875
18,2015-09-30 11:30:00,0.73961,2015-09-14 07:00:00,0.73493,2015-09-04 15:30:00,0.72928
19,2015-10-02 11:30:00,0.73639,2015-09-14 08:45:00,0.73459,2015-09-07 00:45:00,0.73474
20,2015-10-05 00:00:00,0.73852,2015-09-14 11:30:00,0.73423,2015-09-07 03:15:00,0.73493
